report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260901,standard,Put,2609,20000,0,1552,0,1552
20260901,standard,Call,2609,30000,0,3750,0,3750
20260901,standard,Put,2609,21000,0,343,0,343
20260901,standard,Call,2609,37000,0,1,0,1
20260901,standard,Put,2609,22000,0,485,0,485
20260901,standard,Call,2609,40000,0,5,0,5
20260901,standard,Put,2609,23000,0,296,0,296
20260901,standard,Call,2609,42000,0,101,0,101
20260901,standard,Put,2609,24000,0,151,0,151
20260901,standard,Call,2609,42500,0,10,0,10
20260901,standard,Put,2609,25000,0,3940,0,3940
20260901,standard,Call,2609,43000,0,100,0,100
20260901,standard,Put,2609,26000,0,228,0,228
20260901,standard,Call,2609,43500,0,57,0,57
20260901,standard,Put,2609,27000,0,203,0,203
20260901,standard,Call,2609,45000,0,42,0,42
20260901,standard,Put,2609,27250,0,11,0,11
20260901,standard,Call,2609,48000,0,400,0,400
20260901,standard,Put,2609,27500,0,21,0,21
20260901,standard,Call,2609,48500,0,240,0,240
20260901,standard,Put,2609,27750,0,8,0,8
20260901,standard,Call,2609,49000,0,200,0,200
20260901,standard,Put,2609,28000,0,87,0,87
20260901,standard,Call,2609,50000,0,4650,0,4650
20260901,standard,Put,2609,28250,0,2,0,2
20260901,standard,Call,2609,50500,0,50,0,50
20260901,standard,Put,2609,28500,0,10,0,10
20260901,standard,Call,2609,51000,0,141,0,141
20260901,standard,Put,2609,28750,0,68,0,68
20260901,standard,Call,2609,51250,0,210,0,210
20260901,standard,Put,2609,29000,0,90,0,90
20260901,standard,Call,2609,52000,0,350,0,350
20260901,standard,Put,2609,29250,0,3,0,3
20260901,standard,Call,2609,53000,0,1100,0,1100
20260901,standard,Put,2609,29500,0,30,0,30
20260901,standard,Call,2609,53500,0,400,0,400
20260901,standard,Put,2609,29750,0,11,0,11
20260901,standard,Call,2609,53750,0,150,0,150
20260901,standard,Put,2609,30000,0,6460,0,6460
20260901,standard,Call,2609,54000,0,1056,0,1056
20260901,standard,Put,2609,30250,0,1,0,1
20260901,standard,Call,2609,54250,0,50,0,50
20260901,standard,Put,2609,30500,0,86,0,86
20260901,standard,Call,2609,54500,0,200,0,200
20260901,standard,Put,2609,30750,0,8,0,8
20260901,standard,Call,2609,54750,0,90,0,90
20260901,standard,Put,2609,31000,0,211,0,211
20260901,standard,Call,2609,55000,0,660,0,660
20260901,standard,Put,2609,31250,0,1,0,1
20260901,standard,Call,2609,56000,0,1250,0,1250
20260901,standard,Put,2609,31500,0,12,0,12
20260901,standard,Call,2609,56500,0,75,0,75
20260901,standard,Put,2609,31750,0,14,0,14
20260901,standard,Call,2609,57000,0,850,0,850
20260901,standard,Put,2609,32000,0,184,0,184
20260901,standard,Call,2609,57500,0,384,0,384
20260901,standard,Put,2609,32250,0,4,0,4
20260901,standard,Call,2609,58000,0,1101,0,1101
20260901,standard,Put,2609,32500,0,33,0,33
20260901,standard,Call,2609,59000,0,1096,0,1096
20260901,standard,Put,2609,32750,0,9,0,9
20260901,standard,Call,2609,60000,0,786,0,786
20260901,standard,Put,2609,33000,0,521,0,521
20260901,standard,Call,2609,60500,0,750,0,750
20260901,standard,Put,2609,33250,0,1,0,1
20260901,standard,Call,2609,60750,0,120,0,120
20260901,standard,Put,2609,33500,0,13,0,13
20260901,standard,Call,2609,61000,0,221,0,221
20260901,standard,Put,2609,33750,0,4,0,4
20260901,standard,Call,2609,61250,0,22,0,22
20260901,standard,Put,2609,34000,0,176,0,176
20260901,standard,Call,2609,61500,1,2,0,2
20260901,standard,Put,2609,34250,0,2,0,2
20260901,standard,Call,2609,61875,0,2,0,2
20260901,standard,Put,2609,34500,3,35,-3,38
20260901,standard,Call,2609,62000,0,2002,0,2002
20260901,standard,Put,2609,34750,0,69,0,69
20260901,standard,Call,2609,62250,0,1,0,1
20260901,standard,Put,2609,35000,4,3908,0,3908
20260901,standard,Call,2609,62500,0,801,0,801
20260901,standard,Put,2609,35250,0,3,0,3
20260901,standard,Call,2609,63000,0,967,0,967
20260901,standard,Put,2609,35500,0,12,0,12
20260901,standard,Call,2609,63250,0,1,0,1
20260901,standard,Put,2609,35750,0,52,0,52
20260901,standard,Call,2609,63500,0,4,0,4
20260901,standard,Put,2609,36000,150,283,133,150
20260901,standard,Call,2609,64000,0,1689,0,1689
20260901,standard,Put,2609,36250,0,5,0,5
20260901,standard,Call,2609,64250,0,100,0,100
20260901,standard,Put,2609,36500,1,42,0,42
20260901,standard,Call,2609,64500,0,104,0,104
20260901,standard,Put,2609,36750,6,67,0,67
20260901,standard,Call,2609,64750,0,1,0,1
20260901,standard,Put,2609,37000,13,605,2,603
20260901,standard,Call,2609,64875,0,1,0,1
20260901,standard,Put,2609,37250,0,1,0,1
20260901,standard,Call,2609,65000,13,5388,1,5387
20260901,standard,Put,2609,37500,0,21,0,21
20260901,standard,Call,2609,65125,0,2,0,2
20260901,standard,Put,2609,37750,2,6,0,6
20260901,standard,Call,2609,65250,0,3,0,3
20260901,standard,Put,2609,38000,153,966,5,961
20260901,standard,Call,2609,65375,0,1,0,1
20260901,standard,Put,2609,38250,0,21,0,21
20260901,standard,Call,2609,65500,12,192,10,182
20260901,standard,Put,2609,38500,6,240,2,238
20260901,standard,Call,2609,65625,2,5,0,5
20260901,standard,Put,2609,38750,0,14,0,14
20260901,standard,Call,2609,65750,0,9,0,9
20260901,standard,Put,2609,39000,33,151,-12,163
20260901,standard,Call,2609,65875,0,1,0,1
20260901,standard,Put,2609,39250,1,165,0,165
20260901,standard,Call,2609,66000,149,1796,-4,1800
20260901,standard,Put,2609,39500,20,306,-20,326
20260901,standard,Call,2609,66125,2,40,-1,41
20260901,standard,Put,2609,39750,1,10,0,10
20260901,standard,Call,2609,66250,6,86,-1,87
20260901,standard,Put,2609,40000,19,4916,14,4902
20260901,standard,Call,2609,66375,0,1,0,1
20260901,standard,Put,2609,40250,0,19,0,19
20260901,standard,Call,2609,66500,69,2421,14,2407
20260901,standard,Put,2609,40500,0,181,0,181
20260901,standard,Call,2609,66625,0,3,-1,4
20260901,standard,Put,2609,40750,0,49,0,49
20260901,standard,Call,2609,66750,5,1611,1,1610
20260901,standard,Put,2609,41000,20,974,-10,984
20260901,standard,Call,2609,66875,0,7,-1,8
20260901,standard,Put,2609,41250,0,31,0,31
20260901,standard,Call,2609,67000,259,2572,16,2556
20260901,standard,Put,2609,41500,43,65,24,41
20260901,standard,Call,2609,67125,0,5,0,5
20260901,standard,Put,2609,41750,0,26,0,26
20260901,standard,Call,2609,67250,6,16,3,13
20260901,standard,Put,2609,42000,47,2155,5,2150
20260901,standard,Call,2609,67375,0,31,0,31
20260901,standard,Put,2609,42250,0,21,0,21
20260901,standard,Call,2609,67500,147,1427,30,1397
20260901,standard,Put,2609,42500,1,59,0,59
20260901,standard,Call,2609,67625,1,42,0,42
20260901,standard,Put,2609,42750,0,20,0,20
20260901,standard,Call,2609,67750,7,489,1,488
20260901,standard,Put,2609,43000,103,1213,32,1181
20260901,standard,Call,2609,67875,23,56,20,36
20260901,standard,Put,2609,43250,0,60,0,60
20260901,standard,Call,2609,68000,442,3278,-128,3406
20260901,standard,Put,2609,43500,0,887,0,887
20260901,standard,Call,2609,68125,9,86,-4,90
20260901,standard,Put,2609,43750,0,16,0,16
20260901,standard,Call,2609,68250,7,32,2,30
20260901,standard,Put,2609,44000,28,1439,-5,1444
20260901,standard,Call,2609,68375,4,25,0,25
20260901,standard,Put,2609,44250,1,33,0,33
20260901,standard,Call,2609,68500,262,375,184,191
20260901,standard,Put,2609,44500,0,213,0,213
20260901,standard,Call,2609,68625,1,27,1,26
20260901,standard,Put,2609,44750,0,39,0,39
20260901,standard,Call,2609,68750,33,319,4,315
20260901,standard,Put,2609,45000,22,2585,-9,2594
20260901,standard,Call,2609,68875,0,83,0,83
20260901,standard,Put,2609,45250,0,105,0,105
20260901,standard,Call,2609,69000,444,1897,-23,1920
20260901,standard,Put,2609,45500,0,160,0,160
20260901,standard,Call,2609,69125,9,131,5,126
20260901,standard,Put,2609,45750,0,60,0,60
20260901,standard,Call,2609,69250,7,113,0,113
20260901,standard,Put,2609,46000,53,1865,2,1863
20260901,standard,Call,2609,69375,1,29,0,29
20260901,standard,Put,2609,46250,0,66,0,66
20260901,standard,Call,2609,69500,52,765,3,762
20260901,standard,Put,2609,46500,24,409,4,405
20260901,standard,Call,2609,69625,0,73,0,73
20260901,standard,Put,2609,46750,34,61,34,27
20260901,standard,Call,2609,69750,8,1463,-5,1468
20260901,standard,Put,2609,47000,125,1184,75,1109
20260901,standard,Call,2609,69875,1,47,0,47
20260901,standard,Put,2609,47250,101,224,100,124
20260901,standard,Call,2609,70000,1088,4094,127,3967
20260901,standard,Put,2609,47500,25,1029,1,1028
20260901,standard,Call,2609,70125,2,5,2,3
20260901,standard,Put,2609,47750,25,117,25,92
20260901,standard,Call,2609,70250,6,642,-6,648
20260901,standard,Put,2609,48000,131,2953,-14,2967
20260901,standard,Call,2609,70375,5,4,1,3
20260901,standard,Put,2609,48250,2,124,0,124
20260901,standard,Call,2609,70500,165,385,16,369
20260901,standard,Put,2609,48500,1,761,0,761
20260901,standard,Call,2609,70625,6,269,2,267
20260901,standard,Put,2609,48750,1,151,-1,152
20260901,standard,Call,2609,70750,2,22,-14,36
20260901,standard,Put,2609,49000,201,2174,129,2045
20260901,standard,Call,2609,70875,1,61,-1,62
20260901,standard,Put,2609,49250,0,216,0,216
20260901,standard,Call,2609,71000,467,1912,28,1884
20260901,standard,Put,2609,49500,82,255,50,205
20260901,standard,Call,2609,71125,1,58,0,58
20260901,standard,Put,2609,49750,4,152,1,151
20260901,standard,Call,2609,71250,13,86,8,78
20260901,standard,Put,2609,50000,407,10534,-29,10563
20260901,standard,Call,2609,71375,0,11,0,11
20260901,standard,Put,2609,50250,6,84,0,84
20260901,standard,Call,2609,71500,209,630,76,554
20260901,standard,Put,2609,50500,77,1371,7,1364
20260901,standard,Call,2609,71625,4,4,0,4
20260901,standard,Put,2609,50750,2,175,0,175
20260901,standard,Call,2609,71750,2,20,0,20
20260901,standard,Put,2609,51000,268,1430,-1,1431
20260901,standard,Call,2609,71875,0,3,0,3
20260901,standard,Put,2609,51250,2,218,0,218
20260901,standard,Call,2609,72000,209,2464,13,2451
20260901,standard,Put,2609,51500,4,275,0,275
20260901,standard,Call,2609,72125,1,78,-1,79
20260901,standard,Put,2609,51750,1,54,0,54
20260901,standard,Call,2609,72250,2,40,0,40
20260901,standard,Put,2609,52000,61,2403,1,2402
20260901,standard,Call,2609,72375,0,10,0,10
20260901,standard,Put,2609,52250,4,67,0,67
20260901,standard,Call,2609,72500,331,1746,-107,1853
20260901,standard,Put,2609,52500,10,622,3,619
20260901,standard,Call,2609,72625,1,5,1,4
20260901,standard,Put,2609,52750,0,40,0,40
20260901,standard,Call,2609,72750,101,303,101,202
20260901,standard,Put,2609,53000,238,2487,74,2413
