report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260824,standard,Put,2609,20000,0,1502,0,1502
20260824,standard,Call,2609,30000,0,3750,0,3750
20260824,standard,Put,2609,21000,0,343,0,343
20260824,standard,Call,2609,37000,0,1,0,1
20260824,standard,Put,2609,22000,0,485,0,485
20260824,standard,Call,2609,40000,0,5,0,5
20260824,standard,Put,2609,23000,14,296,14,282
20260824,standard,Call,2609,42000,0,101,0,101
20260824,standard,Put,2609,24000,2,131,2,129
20260824,standard,Call,2609,42500,0,10,0,10
20260824,standard,Put,2609,25000,32,3944,-18,3962
20260824,standard,Call,2609,43000,0,100,0,100
20260824,standard,Put,2609,26000,5,193,5,188
20260824,standard,Call,2609,43500,0,57,0,57
20260824,standard,Put,2609,27000,1,197,1,196
20260824,standard,Call,2609,45000,0,42,0,42
20260824,standard,Put,2609,27250,0,11,0,11
20260824,standard,Call,2609,48000,0,400,0,400
20260824,standard,Put,2609,27500,0,21,0,21
20260824,standard,Call,2609,48500,0,240,0,240
20260824,standard,Put,2609,27750,0,8,0,8
20260824,standard,Call,2609,49000,0,200,0,200
20260824,standard,Put,2609,28000,0,76,0,76
20260824,standard,Call,2609,50000,0,4650,0,4650
20260824,standard,Put,2609,28250,0,1,0,1
20260824,standard,Call,2609,50500,0,50,0,50
20260824,standard,Put,2609,28500,0,9,0,9
20260824,standard,Call,2609,51000,0,141,0,141
20260824,standard,Put,2609,28750,0,68,0,68
20260824,standard,Call,2609,51250,0,210,0,210
20260824,standard,Put,2609,29000,32,90,29,61
20260824,standard,Call,2609,52000,0,350,0,350
20260824,standard,Put,2609,29250,0,3,0,3
20260824,standard,Call,2609,53000,0,1100,0,1100
20260824,standard,Put,2609,29500,3,30,-2,32
20260824,standard,Call,2609,53500,0,400,0,400
20260824,standard,Put,2609,29750,0,11,0,11
20260824,standard,Call,2609,53750,0,150,0,150
20260824,standard,Put,2609,30000,3,6357,3,6354
20260824,standard,Call,2609,54000,0,1056,0,1056
20260824,standard,Put,2609,30500,0,86,0,86
20260824,standard,Call,2609,54250,0,50,0,50
20260824,standard,Put,2609,30750,0,4,0,4
20260824,standard,Call,2609,54500,0,200,0,200
20260824,standard,Put,2609,31000,18,234,1,233
20260824,standard,Call,2609,54750,0,90,0,90
20260824,standard,Put,2609,31500,4,22,3,19
20260824,standard,Call,2609,55000,0,660,0,660
20260824,standard,Put,2609,31750,3,14,0,14
20260824,standard,Call,2609,56000,0,1250,0,1250
20260824,standard,Put,2609,32000,30,136,22,114
20260824,standard,Call,2609,56500,0,75,0,75
20260824,standard,Put,2609,32250,3,5,0,5
20260824,standard,Call,2609,57000,0,850,0,850
20260824,standard,Put,2609,32500,1,33,1,32
20260824,standard,Call,2609,57500,0,384,0,384
20260824,standard,Put,2609,32750,1,9,1,8
20260824,standard,Call,2609,58000,0,1101,0,1101
20260824,standard,Put,2609,33000,51,503,-4,507
20260824,standard,Call,2609,59000,0,1096,0,1096
20260824,standard,Put,2609,33250,0,1,0,1
20260824,standard,Call,2609,60000,0,786,0,786
20260824,standard,Put,2609,33500,1,7,-1,8
20260824,standard,Call,2609,60500,0,750,0,750
20260824,standard,Put,2609,33750,0,5,0,5
20260824,standard,Call,2609,60750,0,120,0,120
20260824,standard,Put,2609,34000,19,189,-4,193
20260824,standard,Call,2609,61000,0,221,0,221
20260824,standard,Put,2609,34250,0,4,0,4
20260824,standard,Call,2609,61250,0,22,0,22
20260824,standard,Put,2609,34500,9,33,8,25
20260824,standard,Call,2609,61500,0,2,0,2
20260824,standard,Put,2609,34750,7,69,0,69
20260824,standard,Call,2609,61875,0,2,0,2
20260824,standard,Put,2609,35000,22,3853,3,3850
20260824,standard,Call,2609,62000,20,2002,0,2002
20260824,standard,Put,2609,35250,0,2,0,2
20260824,standard,Call,2609,62250,0,1,0,1
20260824,standard,Put,2609,35500,0,14,0,14
20260824,standard,Call,2609,62500,0,801,0,801
20260824,standard,Put,2609,35750,0,51,0,51
20260824,standard,Call,2609,63000,0,963,0,963
20260824,standard,Put,2609,36000,10,116,10,106
20260824,standard,Call,2609,63250,0,1,0,1
20260824,standard,Put,2609,36250,2,4,2,2
