report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260827,standard,Put,2609,20000,0,1552,0,1552
20260827,standard,Call,2609,30000,0,3750,0,3750
20260827,standard,Put,2609,21000,0,343,0,343
20260827,standard,Call,2609,37000,0,1,0,1
20260827,standard,Put,2609,22000,0,485,0,485
20260827,standard,Call,2609,40000,0,5,0,5
20260827,standard,Put,2609,23000,0,296,0,296
20260827,standard,Call,2609,42000,0,101,0,101
20260827,standard,Put,2609,24000,0,151,0,151
20260827,standard,Call,2609,42500,0,10,0,10
20260827,standard,Put,2609,25000,0,3940,0,3940
20260827,standard,Call,2609,43000,0,100,0,100
20260827,standard,Put,2609,26000,0,228,0,228
20260827,standard,Call,2609,43500,0,57,0,57
20260827,standard,Put,2609,27000,0,203,0,203
20260827,standard,Call,2609,45000,0,42,0,42
20260827,standard,Put,2609,27250,0,11,0,11
20260827,standard,Call,2609,48000,0,400,0,400
20260827,standard,Put,2609,27500,0,21,0,21
20260827,standard,Call,2609,48500,0,240,0,240
20260827,standard,Put,2609,27750,0,8,0,8
20260827,standard,Call,2609,49000,0,200,0,200
20260827,standard,Put,2609,28000,0,87,0,87
20260827,standard,Call,2609,50000,0,4650,0,4650
20260827,standard,Put,2609,28250,0,2,0,2
20260827,standard,Call,2609,50500,0,50,0,50
20260827,standard,Put,2609,28500,0,10,0,10
20260827,standard,Call,2609,51000,0,141,0,141
20260827,standard,Put,2609,28750,0,68,0,68
20260827,standard,Call,2609,51250,0,210,0,210
20260827,standard,Put,2609,29000,4,90,-1,91
20260827,standard,Call,2609,52000,0,350,0,350
20260827,standard,Put,2609,29250,0,3,0,3
20260827,standard,Call,2609,53000,0,1100,0,1100
20260827,standard,Put,2609,29500,5,30,0,30
20260827,standard,Call,2609,53500,0,400,0,400
20260827,standard,Put,2609,29750,1,11,0,11
20260827,standard,Call,2609,53750,0,150,0,150
20260827,standard,Put,2609,30000,127,6460,53,6407
20260827,standard,Call,2609,54000,0,1056,0,1056
20260827,standard,Put,2609,30250,1,1,1,0
20260827,standard,Call,2609,54250,0,50,0,50
20260827,standard,Put,2609,30500,1,86,0,86
20260827,standard,Call,2609,54500,0,200,0,200
20260827,standard,Put,2609,30750,5,8,4,4
20260827,standard,Call,2609,54750,0,90,0,90
20260827,standard,Put,2609,31000,96,211,12,199
20260827,standard,Call,2609,55000,0,660,0,660
20260827,standard,Put,2609,31250,1,1,1,0
20260827,standard,Call,2609,56000,0,1250,0,1250
20260827,standard,Put,2609,31500,11,12,-10,22
20260827,standard,Call,2609,56500,0,75,0,75
20260827,standard,Put,2609,31750,1,14,1,13
20260827,standard,Call,2609,57000,0,850,0,850
20260827,standard,Put,2609,32000,3,165,2,163
20260827,standard,Call,2609,57500,0,384,0,384
20260827,standard,Put,2609,32250,0,5,0,5
20260827,standard,Call,2609,58000,0,1101,0,1101
20260827,standard,Put,2609,32500,0,33,0,33
20260827,standard,Call,2609,59000,0,1096,0,1096
20260827,standard,Put,2609,32750,0,9,0,9
20260827,standard,Call,2609,60000,0,786,0,786
20260827,standard,Put,2609,33000,38,513,8,505
20260827,standard,Call,2609,60500,0,750,0,750
20260827,standard,Put,2609,33250,0,1,0,1
20260827,standard,Call,2609,60750,0,120,0,120
20260827,standard,Put,2609,33500,0,7,0,7
20260827,standard,Call,2609,61000,0,221,0,221
20260827,standard,Put,2609,33750,0,5,0,5
20260827,standard,Call,2609,61250,0,22,0,22
20260827,standard,Put,2609,34000,24,188,11,177
20260827,standard,Call,2609,61375,3,0,0,0
20260827,standard,Put,2609,34250,3,2,-2,4
20260827,standard,Call,2609,61500,0,2,0,2
20260827,standard,Put,2609,34500,2,38,-1,39
20260827,standard,Call,2609,61875,0,2,0,2
20260827,standard,Put,2609,34750,0,69,0,69
20260827,standard,Call,2609,62000,0,2002,0,2002
20260827,standard,Put,2609,35000,111,3855,18,3837
20260827,standard,Call,2609,62125,1,0,0,0
20260827,standard,Put,2609,35250,0,2,0,2
20260827,standard,Call,2609,62250,0,1,0,1
20260827,standard,Put,2609,35500,17,15,-1,16
20260827,standard,Call,2609,62500,0,801,0,801
20260827,standard,Put,2609,35750,0,51,0,51
20260827,standard,Call,2609,63000,0,967,0,967
20260827,standard,Put,2609,36000,26,127,-1,128
20260827,standard,Call,2609,63250,0,1,0,1
20260827,standard,Put,2609,36250,0,5,0,5
20260827,standard,Call,2609,63500,0,4,0,4
20260827,standard,Put,2609,36500,0,58,0,58
20260827,standard,Call,2609,64000,4,1685,0,1685
20260827,standard,Put,2609,36750,0,67,0,67
20260827,standard,Call,2609,64250,0,100,0,100
20260827,standard,Put,2609,37000,2,585,0,585
20260827,standard,Call,2609,64500,0,103,0,103
20260827,standard,Put,2609,37250,3,3,3,0
20260827,standard,Call,2609,64750,1,1,0,1
20260827,standard,Put,2609,37500,15,23,13,10
20260827,standard,Call,2609,64875,0,1,0,1
20260827,standard,Put,2609,37750,9,6,5,1
20260827,standard,Call,2609,65000,3,5381,0,5381
20260827,standard,Put,2609,38000,45,1000,25,975
20260827,standard,Call,2609,65250,0,3,0,3
20260827,standard,Put,2609,38250,0,21,0,21
20260827,standard,Call,2609,65375,0,1,0,1
20260827,standard,Put,2609,38500,5,249,5,244
20260827,standard,Call,2609,65500,0,173,0,173
20260827,standard,Put,2609,38750,0,23,0,23
20260827,standard,Call,2609,65750,1,2,-1,3
20260827,standard,Put,2609,39000,40,179,21,158
20260827,standard,Call,2609,65875,1,0,-1,1
20260827,standard,Put,2609,39250,0,165,0,165
20260827,standard,Call,2609,66000,29,1786,2,1784
20260827,standard,Put,2609,39500,17,327,17,310
20260827,standard,Call,2609,66125,3,40,-2,42
20260827,standard,Put,2609,39750,0,10,0,10
20260827,standard,Call,2609,66250,7,38,0,38
20260827,standard,Put,2609,40000,75,4811,23,4788
20260827,standard,Call,2609,66375,2,1,0,1
20260827,standard,Put,2609,40250,5,15,4,11
20260827,standard,Call,2609,66500,607,1948,538,1410
20260827,standard,Put,2609,40500,18,180,2,178
20260827,standard,Call,2609,66625,2,3,0,3
20260827,standard,Put,2609,40750,13,49,1,48
20260827,standard,Call,2609,66750,32,1210,-1,1211
20260827,standard,Put,2609,41000,63,961,6,955
20260827,standard,Call,2609,66875,1,1,1,0
20260827,standard,Put,2609,41250,4,1,0,1
20260827,standard,Call,2609,67000,583,2612,-297,2909
20260827,standard,Put,2609,41500,0,30,0,30
20260827,standard,Call,2609,67125,2,4,-2,6
20260827,standard,Put,2609,41750,0,4,0,4
