report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260826,standard,Put,2609,20000,6,1552,0,1552
20260826,standard,Call,2609,30000,0,3750,0,3750
20260826,standard,Put,2609,21000,0,343,0,343
20260826,standard,Call,2609,37000,0,1,0,1
20260826,standard,Put,2609,22000,0,485,0,485
20260826,standard,Call,2609,40000,0,5,0,5
20260826,standard,Put,2609,23000,0,296,0,296
20260826,standard,Call,2609,42000,0,101,0,101
20260826,standard,Put,2609,24000,0,151,0,151
20260826,standard,Call,2609,42500,0,10,0,10
20260826,standard,Put,2609,25000,2,3940,0,3940
20260826,standard,Call,2609,43000,0,100,0,100
20260826,standard,Put,2609,26000,0,228,0,228
20260826,standard,Call,2609,43500,0,57,0,57
20260826,standard,Put,2609,27000,17,203,0,203
20260826,standard,Call,2609,45000,0,42,0,42
20260826,standard,Put,2609,27250,0,11,0,11
20260826,standard,Call,2609,48000,0,400,0,400
20260826,standard,Put,2609,27500,0,21,0,21
20260826,standard,Call,2609,48500,0,240,0,240
20260826,standard,Put,2609,27750,0,8,0,8
20260826,standard,Call,2609,49000,0,200,0,200
20260826,standard,Put,2609,28000,38,87,10,77
20260826,standard,Call,2609,50000,0,4650,0,4650
20260826,standard,Put,2609,28250,1,2,1,1
20260826,standard,Call,2609,50500,0,50,0,50
20260826,standard,Put,2609,28500,2,10,1,9
20260826,standard,Call,2609,51000,0,141,0,141
20260826,standard,Put,2609,28750,0,68,0,68
20260826,standard,Call,2609,51250,0,210,0,210
20260826,standard,Put,2609,29000,36,91,1,90
20260826,standard,Call,2609,52000,0,350,0,350
20260826,standard,Put,2609,29250,0,3,0,3
20260826,standard,Call,2609,53000,0,1100,0,1100
20260826,standard,Put,2609,29500,0,30,0,30
20260826,standard,Call,2609,53500,0,400,0,400
20260826,standard,Put,2609,29750,0,11,0,11
20260826,standard,Call,2609,53750,0,150,0,150
20260826,standard,Put,2609,30000,3,6407,-1,6408
20260826,standard,Call,2609,54000,0,1056,0,1056
20260826,standard,Put,2609,30500,0,86,0,86
20260826,standard,Call,2609,54250,0,50,0,50
20260826,standard,Put,2609,30750,0,4,0,4
20260826,standard,Call,2609,54500,0,200,0,200
20260826,standard,Put,2609,31000,101,199,-35,234
20260826,standard,Call,2609,54750,0,90,0,90
20260826,standard,Put,2609,31500,1,22,0,22
20260826,standard,Call,2609,55000,0,660,0,660
20260826,standard,Put,2609,31750,1,13,-1,14
20260826,standard,Call,2609,56000,0,1250,0,1250
20260826,standard,Put,2609,32000,35,163,25,138
20260826,standard,Call,2609,56500,0,75,0,75
20260826,standard,Put,2609,32250,0,5,0,5
20260826,standard,Call,2609,57000,0,850,0,850
20260826,standard,Put,2609,32500,0,33,0,33
20260826,standard,Call,2609,57500,0,384,0,384
20260826,standard,Put,2609,32750,0,9,0,9
20260826,standard,Call,2609,58000,0,1101,0,1101
20260826,standard,Put,2609,33000,12,505,8,497
20260826,standard,Call,2609,59000,0,1096,0,1096
20260826,standard,Put,2609,33250,0,1,0,1
20260826,standard,Call,2609,60000,0,786,0,786
20260826,standard,Put,2609,33500,0,7,0,7
20260826,standard,Call,2609,60500,0,750,0,750
20260826,standard,Put,2609,33750,0,5,0,5
20260826,standard,Call,2609,60750,0,120,0,120
20260826,standard,Put,2609,34000,5,177,1,176
20260826,standard,Call,2609,61000,0,221,0,221
20260826,standard,Put,2609,34250,0,4,0,4
20260826,standard,Call,2609,61250,0,22,0,22
20260826,standard,Put,2609,34500,0,39,0,39
20260826,standard,Call,2609,61500,0,2,0,2
20260826,standard,Put,2609,34750,1,69,0,69
20260826,standard,Call,2609,61875,0,2,0,2
20260826,standard,Put,2609,35000,107,3837,-12,3849
20260826,standard,Call,2609,62000,0,2002,0,2002
20260826,standard,Put,2609,35250,0,2,0,2
20260826,standard,Call,2609,62250,0,1,0,1
20260826,standard,Put,2609,35500,5,16,2,14
20260826,standard,Call,2609,62500,0,801,0,801
20260826,standard,Put,2609,35750,0,51,0,51
20260826,standard,Call,2609,63000,0,967,0,967
20260826,standard,Put,2609,36000,3,128,0,128
20260826,standard,Call,2609,63250,0,1,0,1
20260826,standard,Put,2609,36250,1,5,1,4
20260826,standard,Call,2609,63500,0,4,0,4
20260826,standard,Put,2609,36500,6,58,6,52
20260826,standard,Call,2609,64000,0,1685,0,1685
20260826,standard,Put,2609,36750,8,67,8,59
20260826,standard,Call,2609,64250,0,100,0,100
20260826,standard,Put,2609,37000,15,585,0,585
20260826,standard,Call,2609,64500,0,103,0,103
20260826,standard,Put,2609,37500,5,10,5,5
20260826,standard,Call,2609,64750,0,1,0,1
20260826,standard,Put,2609,37750,0,1,0,1
20260826,standard,Call,2609,64875,0,1,0,1
20260826,standard,Put,2609,38000,59,975,4,971
20260826,standard,Call,2609,65000,1,5381,0,5381
20260826,standard,Put,2609,38250,0,21,0,21
20260826,standard,Call,2609,65125,15,0,0,0
20260826,standard,Put,2609,38500,3,244,1,243
20260826,standard,Call,2609,65250,1,3,0,3
20260826,standard,Put,2609,38750,11,23,11,12
20260826,standard,Call,2609,65375,0,1,0,1
20260826,standard,Put,2609,39000,136,158,-55,213
20260826,standard,Call,2609,65500,5,173,-4,177
20260826,standard,Put,2609,39250,0,165,0,165
20260826,standard,Call,2609,65750,2,3,0,3
20260826,standard,Put,2609,39500,5,310,4,306
20260826,standard,Call,2609,65875,0,1,0,1
20260826,standard,Put,2609,39750,11,10,-9,19
20260826,standard,Call,2609,66000,367,1784,-176,1960
20260826,standard,Put,2609,40000,136,4788,15,4773
20260826,standard,Call,2609,66125,0,42,0,42
20260826,standard,Put,2609,40250,0,11,0,11
20260826,standard,Call,2609,66250,6,38,1,37
20260826,standard,Put,2609,40500,16,178,-1,179
20260826,standard,Call,2609,66375,0,1,0,1
20260826,standard,Put,2609,40750,0,48,0,48
20260826,standard,Call,2609,66500,612,1410,416,994
20260826,standard,Put,2609,41000,25,955,-10,965
20260826,standard,Call,2609,66625,0,3,0,3
20260826,standard,Put,2609,41250,0,1,0,1
20260826,standard,Call,2609,66750,0,1211,0,1211
20260826,standard,Put,2609,41500,8,30,8,22
20260826,standard,Call,2609,67000,863,2909,-502,3411
20260826,standard,Put,2609,41750,2,4,-1,5
20260826,standard,Call,2609,67125,0,6,0,6
20260826,standard,Put,2609,42000,84,2076,-55,2131
20260826,standard,Call,2609,67250,0,5,0,5
20260826,standard,Put,2609,42250,0,21,0,21
20260826,standard,Call,2609,67375,1,29,0,29
20260826,standard,Put,2609,42500,2,29,0,29
20260826,standard,Call,2609,67500,728,2114,-16,2130
20260826,standard,Put,2609,42750,0,17,0,17
20260826,standard,Call,2609,67625,0,31,0,31
20260826,standard,Put,2609,43000,37,1108,5,1103
20260826,standard,Call,2609,67750,218,480,0,480
20260826,standard,Put,2609,43250,0,60,0,60
20260826,standard,Call,2609,67875,0,36,0,36
20260826,standard,Put,2609,43500,0,883,0,883
20260826,standard,Call,2609,68000,896,2488,313,2175
20260826,standard,Put,2609,43750,0,14,0,14
20260826,standard,Call,2609,68125,0,85,0,85
20260826,standard,Put,2609,44000,68,1433,1,1432
20260826,standard,Call,2609,68250,0,20,0,20
20260826,standard,Put,2609,44250,0,31,0,31
20260826,standard,Call,2609,68375,0,5,0,5
20260826,standard,Put,2609,44500,1,129,0,129
20260826,standard,Call,2609,68500,33,156,-1,157
20260826,standard,Put,2609,44750,11,14,0,14
20260826,standard,Call,2609,68625,0,26,0,26
20260826,standard,Put,2609,45000,302,2560,157,2403
20260826,standard,Call,2609,68750,11,309,-1,310
20260826,standard,Put,2609,45250,17,105,0,105
20260826,standard,Call,2609,68875,11,83,6,77
20260826,standard,Put,2609,45500,0,160,0,160
20260826,standard,Call,2609,69000,260,1717,32,1685
20260826,standard,Put,2609,45750,13,60,0,60
20260826,standard,Call,2609,69125,3,104,0,104
20260826,standard,Put,2609,46000,1286,1860,-238,2098
20260826,standard,Call,2609,69250,2,102,1,101
20260826,standard,Put,2609,46250,14,66,0,66
20260826,standard,Call,2609,69375,0,20,0,20
20260826,standard,Put,2609,46500,38,393,1,392
20260826,standard,Call,2609,69500,116,726,6,720
20260826,standard,Put,2609,46750,1,27,0,27
20260826,standard,Call,2609,69625,5,73,3,70
20260826,standard,Put,2609,47000,34,1109,4,1105
20260826,standard,Call,2609,69750,1,1452,0,1452
20260826,standard,Put,2609,47250,0,124,0,124
20260826,standard,Call,2609,69875,2,44,0,44
20260826,standard,Put,2609,47500,11,1019,0,1019
20260826,standard,Call,2609,70000,880,3543,-166,3709
20260826,standard,Put,2609,47750,0,92,0,92
20260826,standard,Call,2609,70125,4,1,0,1
20260826,standard,Put,2609,48000,112,2978,1,2977
20260826,standard,Call,2609,70250,0,634,0,634
20260826,standard,Put,2609,48250,4,124,0,124
20260826,standard,Call,2609,70375,8,2,2,0
20260826,standard,Put,2609,48500,0,751,0,751
20260826,standard,Call,2609,70500,46,322,-1,323
20260826,standard,Put,2609,48750,0,151,0,151
20260826,standard,Call,2609,70625,3,55,-1,56
20260826,standard,Put,2609,49000,70,2030,11,2019
20260826,standard,Call,2609,70750,3,35,1,34
20260826,standard,Put,2609,49250,4,216,0,216
20260826,standard,Call,2609,70875,2,61,0,61
20260826,standard,Put,2609,49500,2,206,0,206
20260826,standard,Call,2609,71000,217,1666,25,1641
20260826,standard,Put,2609,49750,0,151,0,151
20260826,standard,Call,2609,71125,0,57,0,57
20260826,standard,Put,2609,50000,323,10011,-90,10101
20260826,standard,Call,2609,71250,0,41,0,41
20260826,standard,Put,2609,50250,0,84,0,84
20260826,standard,Call,2609,71375,2,11,0,11
20260826,standard,Put,2609,50500,0,1363,0,1363
20260826,standard,Call,2609,71500,46,540,4,536
20260826,standard,Put,2609,50750,1,174,0,174
20260826,standard,Call,2609,71625,2,2,0,2
