report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260825,standard,Put,2609,20000,50,1552,50,1502
20260825,standard,Call,2609,30000,0,3750,0,3750
20260825,standard,Put,2609,21000,4,343,0,343
20260825,standard,Call,2609,37000,0,1,0,1
20260825,standard,Put,2609,22000,0,485,0,485
20260825,standard,Call,2609,40000,0,5,0,5
20260825,standard,Put,2609,23000,0,296,0,296
20260825,standard,Call,2609,42000,0,101,0,101
20260825,standard,Put,2609,24000,20,151,20,131
20260825,standard,Call,2609,42500,0,10,0,10
20260825,standard,Put,2609,25000,4,3940,-4,3944
20260825,standard,Call,2609,43000,0,100,0,100
20260825,standard,Put,2609,26000,40,228,35,193
20260825,standard,Call,2609,43500,0,57,0,57
20260825,standard,Put,2609,27000,7,203,6,197
20260825,standard,Call,2609,45000,0,42,0,42
20260825,standard,Put,2609,27250,0,11,0,11
20260825,standard,Call,2609,48000,0,400,0,400
20260825,standard,Put,2609,27500,0,21,0,21
20260825,standard,Call,2609,48500,0,240,0,240
20260825,standard,Put,2609,27750,0,8,0,8
20260825,standard,Call,2609,49000,0,200,0,200
20260825,standard,Put,2609,28000,1,77,1,76
20260825,standard,Call,2609,50000,0,4650,0,4650
20260825,standard,Put,2609,28250,0,1,0,1
20260825,standard,Call,2609,50500,0,50,0,50
20260825,standard,Put,2609,28500,0,9,0,9
20260825,standard,Call,2609,51000,0,141,0,141
20260825,standard,Put,2609,28750,0,68,0,68
20260825,standard,Call,2609,51250,0,210,0,210
20260825,standard,Put,2609,29000,0,90,0,90
20260825,standard,Call,2609,52000,0,350,0,350
20260825,standard,Put,2609,29250,1,3,0,3
20260825,standard,Call,2609,53000,0,1100,0,1100
20260825,standard,Put,2609,29500,3,30,0,30
20260825,standard,Call,2609,53500,0,400,0,400
20260825,standard,Put,2609,29750,0,11,0,11
20260825,standard,Call,2609,53750,0,150,0,150
20260825,standard,Put,2609,30000,65,6408,51,6357
20260825,standard,Call,2609,54000,0,1056,0,1056
20260825,standard,Put,2609,30500,0,86,0,86
20260825,standard,Call,2609,54250,0,50,0,50
20260825,standard,Put,2609,30750,0,4,0,4
20260825,standard,Call,2609,54500,0,200,0,200
20260825,standard,Put,2609,31000,1,234,0,234
20260825,standard,Call,2609,54750,0,90,0,90
20260825,standard,Put,2609,31500,1,22,0,22
20260825,standard,Call,2609,55000,0,660,0,660
20260825,standard,Put,2609,31750,0,14,0,14
20260825,standard,Call,2609,56000,0,1250,0,1250
20260825,standard,Put,2609,32000,5,138,2,136
20260825,standard,Call,2609,56500,0,75,0,75
20260825,standard,Put,2609,32250,0,5,0,5
20260825,standard,Call,2609,57000,0,850,0,850
20260825,standard,Put,2609,32500,0,33,0,33
20260825,standard,Call,2609,57500,0,384,0,384
20260825,standard,Put,2609,32750,0,9,0,9
20260825,standard,Call,2609,58000,0,1101,0,1101
20260825,standard,Put,2609,33000,25,497,-6,503
20260825,standard,Call,2609,59000,0,1096,0,1096
20260825,standard,Put,2609,33250,0,1,0,1
20260825,standard,Call,2609,60000,0,786,0,786
20260825,standard,Put,2609,33500,0,7,0,7
20260825,standard,Call,2609,60500,0,750,0,750
20260825,standard,Put,2609,33750,0,5,0,5
20260825,standard,Call,2609,60750,0,120,0,120
20260825,standard,Put,2609,34000,31,176,-13,189
20260825,standard,Call,2609,61000,0,221,0,221
20260825,standard,Put,2609,34250,0,4,0,4
20260825,standard,Call,2609,61250,0,22,0,22
20260825,standard,Put,2609,34500,8,39,6,33
20260825,standard,Call,2609,61500,0,2,0,2
20260825,standard,Put,2609,34750,0,69,0,69
20260825,standard,Call,2609,61875,0,2,0,2
20260825,standard,Put,2609,35000,85,3849,-4,3853
20260825,standard,Call,2609,62000,0,2002,0,2002
20260825,standard,Put,2609,35250,0,2,0,2
20260825,standard,Call,2609,62250,0,1,0,1
