report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260917,standard,Put,2610,20000,270,1510,250,1260
20260917,standard,Call,2610,35000,0,24,0,24
20260917,standard,Put,2610,22500,210,451,201,250
20260917,standard,Call,2610,42750,0,3,0,3
20260917,standard,Put,2610,25000,5,1564,1,1563
20260917,standard,Call,2610,45000,0,2,0,2
20260917,standard,Put,2610,26000,83,184,82,102
20260917,standard,Call,2610,47500,0,34,0,34
20260917,standard,Put,2610,27000,22,174,14,160
20260917,standard,Call,2610,50000,0,1,0,1
20260917,standard,Put,2610,28000,1,80,0,80
20260917,standard,Call,2610,53000,0,34,0,34
20260917,standard,Put,2610,29000,5,68,5,63
20260917,standard,Call,2610,55000,0,4,0,4
20260917,standard,Put,2610,30000,87,6245,73,6172
20260917,standard,Call,2610,57000,0,1,0,1
20260917,standard,Put,2610,31000,10,95,8,87
20260917,standard,Call,2610,59500,0,14,0,14
20260917,standard,Put,2610,32000,1,159,0,159
20260917,standard,Call,2610,60000,0,5,0,5
20260917,standard,Put,2610,33000,45,2885,34,2851
20260917,standard,Call,2610,60500,0,100,0,100
20260917,standard,Put,2610,34000,33,98,10,88
20260917,standard,Call,2610,61000,0,201,0,201
20260917,standard,Put,2610,35000,126,2190,58,2132
20260917,standard,Call,2610,62000,0,49,0,49
20260917,standard,Put,2610,36000,16,105,10,95
20260917,standard,Call,2610,63000,1,157,-1,158
20260917,standard,Put,2610,37000,56,290,36,254
20260917,standard,Call,2610,63250,7,6,-5,11
20260917,standard,Put,2610,38000,39,188,16,172
20260917,standard,Call,2610,63500,4,13,-3,16
20260917,standard,Put,2610,39000,41,137,0,137
20260917,standard,Call,2610,63750,1,4,1,3
20260917,standard,Put,2610,40000,136,4437,22,4415
20260917,standard,Call,2610,63875,0,50,0,50
20260917,standard,Put,2610,41000,32,140,11,129
20260917,standard,Call,2610,64000,356,745,235,510
20260917,standard,Put,2610,42000,25,215,9,206
20260917,standard,Call,2610,64125,2,0,0,0
20260917,standard,Put,2610,42750,2,31,0,31
20260917,standard,Call,2610,64250,7,7,4,3
20260917,standard,Put,2610,43000,48,366,46,320
20260917,standard,Call,2610,64375,0,61,0,61
20260917,standard,Put,2610,43250,10,15,0,15
20260917,standard,Call,2610,64500,15,212,3,209
20260917,standard,Put,2610,43500,5,23,4,19
20260917,standard,Call,2610,64625,0,688,0,688
20260917,standard,Put,2610,43750,0,13,0,13
20260917,standard,Call,2610,64750,2,755,0,755
20260917,standard,Put,2610,44000,15,295,13,282
20260917,standard,Call,2610,64875,10,9,9,0
20260917,standard,Put,2610,44250,0,36,0,36
20260917,standard,Call,2610,65000,204,774,79,695
20260917,standard,Put,2610,44500,1,6,1,5
20260917,standard,Call,2610,65125,4,4,4,0
20260917,standard,Put,2610,44750,0,37,0,37
20260917,standard,Call,2610,65250,2,20,1,19
20260917,standard,Put,2610,45000,814,2247,64,2183
20260917,standard,Call,2610,65375,0,5,0,5
20260917,standard,Put,2610,45250,1,29,-1,30
20260917,standard,Call,2610,65500,18,226,1,225
20260917,standard,Put,2610,45500,100,814,100,714
20260917,standard,Call,2610,65625,1,18,0,18
20260917,standard,Put,2610,45750,0,132,0,132
20260917,standard,Call,2610,65750,14,114,1,113
20260917,standard,Put,2610,46000,58,580,32,548
20260917,standard,Call,2610,65875,1,16,0,16
20260917,standard,Put,2610,46250,0,13,0,13
20260917,standard,Call,2610,66000,423,1922,37,1885
20260917,standard,Put,2610,46500,7,258,0,258
20260917,standard,Call,2610,66125,2,35,0,35
20260917,standard,Put,2610,46750,0,133,0,133
20260917,standard,Call,2610,66250,9,85,1,84
20260917,standard,Put,2610,47000,54,440,-8,448
20260917,standard,Call,2610,66375,20,41,20,21
20260917,standard,Put,2610,47250,0,142,0,142
20260917,standard,Call,2610,66500,35,121,3,118
20260917,standard,Put,2610,47500,5,56,0,56
20260917,standard,Call,2610,66625,1,1,1,0
20260917,standard,Put,2610,47750,0,46,0,46
20260917,standard,Call,2610,66750,21,161,14,147
20260917,standard,Put,2610,48000,64,951,40,911
20260917,standard,Call,2610,66875,0,21,0,21
20260917,standard,Put,2610,48250,0,53,0,53
20260917,standard,Call,2610,67000,663,1671,-80,1751
20260917,standard,Put,2610,48500,6,205,0,205
20260917,standard,Call,2610,67125,4,32,4,28
20260917,standard,Put,2610,48750,0,275,0,275
20260917,standard,Call,2610,67250,6,10,-2,12
20260917,standard,Put,2610,49000,98,287,-1,288
20260917,standard,Call,2610,67375,2,74,0,74
20260917,standard,Put,2610,49250,0,82,0,82
20260917,standard,Call,2610,67500,116,665,-6,671
20260917,standard,Put,2610,49500,6,207,0,207
20260917,standard,Call,2610,67625,0,86,0,86
20260917,standard,Put,2610,49750,0,67,0,67
