report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260831,standard,Put,2609,20000,0,1552,0,1552
20260831,standard,Call,2609,30000,0,3750,0,3750
20260831,standard,Put,2609,21000,0,343,0,343
20260831,standard,Call,2609,37000,0,1,0,1
20260831,standard,Put,2609,22000,0,485,0,485
20260831,standard,Call,2609,40000,0,5,0,5
20260831,standard,Put,2609,23000,0,296,0,296
20260831,standard,Call,2609,42000,0,101,0,101
20260831,standard,Put,2609,24000,0,151,0,151
20260831,standard,Call,2609,42500,0,10,0,10
20260831,standard,Put,2609,25000,0,3940,0,3940
20260831,standard,Call,2609,43000,0,100,0,100
20260831,standard,Put,2609,26000,0,228,0,228
20260831,standard,Call,2609,43500,0,57,0,57
20260831,standard,Put,2609,27000,0,203,0,203
20260831,standard,Call,2609,45000,0,42,0,42
20260831,standard,Put,2609,27250,0,11,0,11
20260831,standard,Call,2609,48000,0,400,0,400
20260831,standard,Put,2609,27500,0,21,0,21
20260831,standard,Call,2609,48500,0,240,0,240
20260831,standard,Put,2609,27750,0,8,0,8
20260831,standard,Call,2609,49000,0,200,0,200
20260831,standard,Put,2609,28000,0,87,0,87
20260831,standard,Call,2609,50000,0,4650,0,4650
20260831,standard,Put,2609,28250,0,2,0,2
20260831,standard,Call,2609,50500,0,50,0,50
20260831,standard,Put,2609,28500,0,10,0,10
20260831,standard,Call,2609,51000,0,141,0,141
20260831,standard,Put,2609,28750,0,68,0,68
20260831,standard,Call,2609,51250,0,210,0,210
20260831,standard,Put,2609,29000,0,90,0,90
20260831,standard,Call,2609,52000,0,350,0,350
20260831,standard,Put,2609,29250,0,3,0,3
20260831,standard,Call,2609,53000,0,1100,0,1100
20260831,standard,Put,2609,29500,0,30,0,30
20260831,standard,Call,2609,53500,0,400,0,400
20260831,standard,Put,2609,29750,0,11,0,11
20260831,standard,Call,2609,53750,0,150,0,150
20260831,standard,Put,2609,30000,0,6460,0,6460
20260831,standard,Call,2609,54000,0,1056,0,1056
20260831,standard,Put,2609,30250,0,1,0,1
20260831,standard,Call,2609,54250,0,50,0,50
20260831,standard,Put,2609,30500,0,86,0,86
20260831,standard,Call,2609,54500,0,200,0,200
20260831,standard,Put,2609,30750,0,8,0,8
20260831,standard,Call,2609,54750,0,90,0,90
20260831,standard,Put,2609,31000,2,211,0,211
20260831,standard,Call,2609,55000,0,660,0,660
20260831,standard,Put,2609,31250,0,1,0,1
20260831,standard,Call,2609,56000,0,1250,0,1250
20260831,standard,Put,2609,31500,0,12,0,12
20260831,standard,Call,2609,56500,0,75,0,75
20260831,standard,Put,2609,31750,10,14,0,14
20260831,standard,Call,2609,57000,0,850,0,850
20260831,standard,Put,2609,32000,6,184,-6,190
20260831,standard,Call,2609,57500,0,384,0,384
20260831,standard,Put,2609,32250,0,4,0,4
20260831,standard,Call,2609,58000,0,1101,0,1101
20260831,standard,Put,2609,32500,0,33,0,33
20260831,standard,Call,2609,59000,0,1096,0,1096
20260831,standard,Put,2609,32750,0,9,0,9
20260831,standard,Call,2609,60000,0,786,0,786
20260831,standard,Put,2609,33000,4,521,-1,522
20260831,standard,Call,2609,60500,0,750,0,750
20260831,standard,Put,2609,33250,0,1,0,1
20260831,standard,Call,2609,60750,0,120,0,120
20260831,standard,Put,2609,33500,7,13,7,6
20260831,standard,Call,2609,61000,0,221,0,221
20260831,standard,Put,2609,33750,1,4,-1,5
20260831,standard,Call,2609,61250,0,22,0,22
20260831,standard,Put,2609,34000,11,176,3,173
20260831,standard,Call,2609,61500,0,2,0,2
20260831,standard,Put,2609,34250,0,2,0,2
20260831,standard,Call,2609,61875,0,2,0,2
20260831,standard,Put,2609,34500,1,38,0,38
20260831,standard,Call,2609,62000,0,2002,0,2002
20260831,standard,Put,2609,34750,0,69,0,69
20260831,standard,Call,2609,62250,0,1,0,1
20260831,standard,Put,2609,35000,140,3908,51,3857
20260831,standard,Call,2609,62500,0,801,0,801
20260831,standard,Put,2609,35250,2,3,0,3
20260831,standard,Call,2609,63000,0,967,0,967
20260831,standard,Put,2609,35500,3,12,0,12
20260831,standard,Call,2609,63250,0,1,0,1
20260831,standard,Put,2609,35750,0,52,0,52
20260831,standard,Call,2609,63500,0,4,0,4
20260831,standard,Put,2609,36000,41,150,22,128
20260831,standard,Call,2609,64000,7,1689,4,1685
20260831,standard,Put,2609,36250,1,5,0,5
20260831,standard,Call,2609,64250,0,100,0,100
20260831,standard,Put,2609,36500,8,42,-2,44
20260831,standard,Call,2609,64500,1,104,1,103
20260831,standard,Put,2609,36750,1,67,0,67
20260831,standard,Call,2609,64750,0,1,0,1
20260831,standard,Put,2609,37000,13,603,5,598
20260831,standard,Call,2609,64875,0,1,0,1
20260831,standard,Put,2609,37250,0,1,0,1
20260831,standard,Call,2609,65000,76,5387,6,5381
20260831,standard,Put,2609,37500,2,21,-2,23
20260831,standard,Call,2609,65125,8,2,2,0
20260831,standard,Put,2609,37750,0,6,0,6
20260831,standard,Call,2609,65250,0,3,0,3
20260831,standard,Put,2609,38000,34,961,14,947
20260831,standard,Call,2609,65375,0,1,0,1
20260831,standard,Put,2609,38250,0,21,0,21
20260831,standard,Call,2609,65500,45,182,6,176
20260831,standard,Put,2609,38500,1,238,-1,239
20260831,standard,Call,2609,65625,11,5,5,0
20260831,standard,Put,2609,38750,0,14,0,14
20260831,standard,Call,2609,65750,7,9,7,2
20260831,standard,Put,2609,39000,15,163,6,157
20260831,standard,Call,2609,65875,0,1,0,1
20260831,standard,Put,2609,39250,0,165,0,165
20260831,standard,Call,2609,66000,262,1800,14,1786
20260831,standard,Put,2609,39500,10,326,1,325
20260831,standard,Call,2609,66125,2,41,1,40
20260831,standard,Put,2609,39750,3,10,0,10
20260831,standard,Call,2609,66250,6,87,-2,89
20260831,standard,Put,2609,40000,176,4902,100,4802
20260831,standard,Call,2609,66375,0,1,0,1
20260831,standard,Put,2609,40250,2,19,0,19
20260831,standard,Call,2609,66500,535,2407,437,1970
20260831,standard,Put,2609,40500,5,181,0,181
20260831,standard,Call,2609,66625,6,4,-1,5
20260831,standard,Put,2609,40750,0,49,0,49
20260831,standard,Call,2609,66750,201,1610,199,1411
20260831,standard,Put,2609,41000,18,984,-2,986
20260831,standard,Call,2609,66875,11,8,6,2
20260831,standard,Put,2609,41250,26,31,26,5
20260831,standard,Call,2609,67000,1057,2556,268,2288
20260831,standard,Put,2609,41500,27,41,11,30
20260831,standard,Call,2609,67125,4,5,-1,6
20260831,standard,Put,2609,41750,13,26,13,13
20260831,standard,Call,2609,67250,18,13,5,8
20260831,standard,Put,2609,42000,46,2150,27,2123
20260831,standard,Call,2609,67375,0,31,0,31
20260831,standard,Put,2609,42250,0,21,0,21
20260831,standard,Call,2609,67500,829,1397,-350,1747
