report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260821,standard,Put,2609,20000,8,1502,8,1494
20260821,standard,Call,2609,30000,0,3750,0,3750
20260821,standard,Put,2609,21000,18,343,18,325
20260821,standard,Call,2609,37000,0,1,0,1
20260821,standard,Put,2609,22000,3,485,0,485
20260821,standard,Call,2609,40000,0,5,0,5
20260821,standard,Put,2609,23000,10,282,5,277
20260821,standard,Call,2609,42000,0,101,0,101
20260821,standard,Put,2609,24000,2,129,2,127
20260821,standard,Call,2609,42500,0,10,0,10
20260821,standard,Put,2609,25000,15,3962,4,3958
20260821,standard,Call,2609,43000,0,100,0,100
20260821,standard,Put,2609,26000,1,188,0,188
20260821,standard,Call,2609,43500,0,57,0,57
20260821,standard,Put,2609,27000,11,196,3,193
20260821,standard,Call,2609,45000,0,42,0,42
20260821,standard,Put,2609,27250,1,11,-1,12
20260821,standard,Call,2609,48000,0,400,0,400
20260821,standard,Put,2609,27500,0,21,0,21
20260821,standard,Call,2609,48500,0,240,0,240
20260821,standard,Put,2609,27750,0,8,0,8
20260821,standard,Call,2609,49000,0,200,0,200
20260821,standard,Put,2609,28000,11,76,7,69
20260821,standard,Call,2609,50000,0,4650,0,4650
20260821,standard,Put,2609,28250,0,1,0,1
20260821,standard,Call,2609,50500,0,50,0,50
20260821,standard,Put,2609,28500,1,9,1,8
20260821,standard,Call,2609,51000,0,141,0,141
20260821,standard,Put,2609,28750,6,68,2,66
20260821,standard,Call,2609,51250,0,210,0,210
20260821,standard,Put,2609,29000,8,61,2,59
20260821,standard,Call,2609,52000,0,350,0,350
20260821,standard,Put,2609,29250,0,3,0,3
20260821,standard,Call,2609,53000,0,1100,0,1100
20260821,standard,Put,2609,29500,1,32,0,32
20260821,standard,Call,2609,53500,0,400,0,400
20260821,standard,Put,2609,29750,6,11,-4,15
20260821,standard,Call,2609,53750,0,150,0,150
20260821,standard,Put,2609,30000,157,6354,9,6345
20260821,standard,Call,2609,54000,0,1056,0,1056
20260821,standard,Put,2609,30500,0,86,0,86
20260821,standard,Call,2609,54250,0,50,0,50
20260821,standard,Put,2609,30750,0,4,0,4
20260821,standard,Call,2609,54500,0,200,0,200
20260821,standard,Put,2609,31000,3,233,2,231
20260821,standard,Call,2609,54750,0,90,0,90
20260821,standard,Put,2609,31500,1,19,1,18
20260821,standard,Call,2609,55000,0,660,0,660
