report_date,product,put_call,contract,strike,volume,oi,oi_change,oi_prev
20260918,standard,Put,2610,20000,0,1510,0,1510
20260918,standard,Call,2610,35000,0,24,0,24
20260918,standard,Put,2610,22500,0,451,0,451
20260918,standard,Call,2610,42750,0,3,0,3
20260918,standard,Put,2610,25000,0,1564,0,1564
20260918,standard,Call,2610,45000,0,2,0,2
20260918,standard,Put,2610,26000,0,184,0,184
20260918,standard,Call,2610,47500,0,34,0,34
20260918,standard,Put,2610,27000,109,206,32,174
20260918,standard,Call,2610,50000,0,1,0,1
20260918,standard,Put,2610,28000,98,157,77,80
20260918,standard,Call,2610,53000,0,34,0,34
20260918,standard,Put,2610,29000,68,135,67,68
20260918,standard,Call,2610,55000,0,4,0,4
20260918,standard,Put,2610,30000,11,6251,6,6245
20260918,standard,Call,2610,57000,0,1,0,1
20260918,standard,Put,2610,31000,27,106,11,95
20260918,standard,Call,2610,59500,0,14,0,14
20260918,standard,Put,2610,32000,34,183,24,159
20260918,standard,Call,2610,60000,0,5,0,5
20260918,standard,Put,2610,33000,53,2892,7,2885
20260918,standard,Call,2610,60500,0,100,0,100
20260918,standard,Put,2610,34000,23,121,23,98
20260918,standard,Call,2610,61000,0,201,0,201
20260918,standard,Put,2610,35000,98,2224,34,2190
20260918,standard,Call,2610,62000,0,49,0,49
20260918,standard,Put,2610,36000,45,111,6,105
20260918,standard,Call,2610,63000,0,157,0,157
20260918,standard,Put,2610,37000,40,318,28,290
20260918,standard,Call,2610,63250,0,6,0,6
20260918,standard,Put,2610,38000,11,193,5,188
20260918,standard,Call,2610,63500,0,13,0,13
20260918,standard,Put,2610,39000,43,149,12,137
20260918,standard,Call,2610,63750,0,4,0,4
20260918,standard,Put,2610,40000,166,4453,16,4437
20260918,standard,Call,2610,63875,0,50,0,50
20260918,standard,Put,2610,41000,58,173,33,140
20260918,standard,Call,2610,64000,27,732,-13,745
20260918,standard,Put,2610,42000,61,234,19,215
20260918,standard,Call,2610,64250,1,8,1,7
20260918,standard,Put,2610,42750,10,31,0,31
20260918,standard,Call,2610,64375,2,61,0,61
20260918,standard,Put,2610,43000,118,397,31,366
20260918,standard,Call,2610,64500,8,213,1,212
20260918,standard,Put,2610,43250,0,15,0,15
20260918,standard,Call,2610,64625,1,687,-1,688
20260918,standard,Put,2610,43500,0,23,0,23
20260918,standard,Call,2610,64750,2,755,0,755
20260918,standard,Put,2610,43750,0,13,0,13
20260918,standard,Call,2610,64875,2,7,-2,9
20260918,standard,Put,2610,44000,48,315,20,295
20260918,standard,Call,2610,65000,740,1420,646,774
20260918,standard,Put,2610,44250,0,36,0,36
20260918,standard,Call,2610,65125,0,4,0,4
20260918,standard,Put,2610,44500,3,7,1,6
20260918,standard,Call,2610,65250,2,21,1,20
20260918,standard,Put,2610,44750,0,37,0,37
20260918,standard,Call,2610,65375,0,5,0,5
20260918,standard,Put,2610,45000,163,2267,20,2247
